"","trade_id","season","trade_date","gave","received","pick_season","pick_round","pick_number","conditional","pfr_id","pfr_name"
"1",701,2002,2002-03-04,"HOU","WAS",NA,NA,NA,NA,"WuerDa00","Danny Wuerffel"
"2",701,2002,2002-03-04,"WAS","HOU",NA,NA,NA,NA,"DeLoJe20","Jerry DeLoach"
"3",702,2002,2002-03-08,"MIA","NO",2002,1,25,0,"GranCh21","Charles Grant"
"4",702,2002,2002-03-08,"MIA","NO",2002,4,125,0,"CravKe20","Keyuo Craver"
"5",702,2002,2002-03-08,"MIA","NO",2003,1,18,0,"PaceCa20","Calvin Pace"
"6",702,2002,2002-03-08,"NO","MIA",NA,NA,NA,NA,"WillRi00","Ricky Williams"
"7",702,2002,2002-03-08,"NO","MIA",2002,4,114,0,"McMiRa01","Ry McMichael"
"8",703,2002,2002-03-11,"CLE","MIA",2004,NA,NA,1,NA,NA
"9",703,2002,2002-03-11,"MIA","CLE",NA,NA,NA,NA,"JohnJ.00","J.J. Johnson"
"10",704,2002,2002-03-11,"GB","NE",2002,4,126,0,"GreeJa21","Jarvis Green"
"11",704,2002,2002-03-11,"NE","GB",NA,NA,NA,NA,"GlenTe00","Terry Glenn"
"12",705,2002,2002-03-27,"KC","NO",2003,3,78,0,"SmitWa21","Wade Smith"
"13",705,2002,2002-03-27,"NO","KC",NA,NA,NA,NA,"RoafWi00","Willie Roaf"
"14",706,2002,2002-03-28,"HOU","STL",2003,NA,NA,1,NA,NA
"15",706,2002,2002-03-28,"STL","HOU",NA,NA,NA,NA,"ShepJa20","Jacoby Shepherd"
"16",707,2002,2002-04-09,"NYJ","WAS",NA,NA,NA,NA,"LoveDa20","David Loverne"
"17",707,2002,2002-04-09,"NYJ","WAS",2002,5,160,0,"RoyaRo00","Robert Royal"
"18",707,2002,2002-04-09,"WAS","NYJ",2002,5,154,0,"GoodJo23","Jonathan Goodwin"
"19",708,2002,2002-04-15,"IND","STL",NA,NA,NA,NA,"WilkTe00","Terrence Wilkins"
"20",708,2002,2002-04-15,"STL","IND",2002,6,183,0,NA,NA
"21",708,2002,2002-04-15,"STL","IND",NA,NA,NA,NA,NA,"James Lewis"
"22",709,2002,2002-04-18,"BUF","HOU",NA,NA,NA,NA,"ForeJa20","Jay Foreman"
"23",709,2002,2002-04-18,"HOU","BUF",NA,NA,NA,NA,"RogeCh00","Charlie Rogers"
"24",710,2002,2002-04-19,"IND","SEA",2002,5,146,0,"BernRo20","Rocky Bernard"
"25",710,2002,2002-04-19,"SEA","IND",NA,NA,NA,NA,"HuarBr00","Brock Huard"
"26",711,2002,2002-04-20,"DAL","KC",2002,1,6,0,"SimsRy20","Ryan Sims"
"27",711,2002,2002-04-20,"KC","DAL",2002,1,8,0,"WillRo03","Roy Williams"
"28",711,2002,2002-04-20,"KC","DAL",2002,3,75,0,"RossDe20","Derek Ross"
"29",711,2002,2002-04-20,"KC","DAL",2003,6,186,0,"SmitZu00","Zuriel Smith"
"30",712,2002,2002-04-20,"NYG","TEN",2002,1,15,0,"HaynAl20","Albert Haynesworth"
"31",712,2002,2002-04-20,"NYG","TEN",2002,4,110,0,"EchoMi20","Mike Echols"
"32",712,2002,2002-04-20,"TEN","NYG",2002,1,14,0,"ShocJe00","Jeremy Shockey"
"33",713,2002,2002-04-20,"OAK","WAS",2002,1,21,0,"GrahDa00","Daniel Graham"
"34",713,2002,2002-04-20,"OAK","WAS",2002,3,89,0,"AyodAk20","Akin Ayodele"
"35",713,2002,2002-04-20,"WAS","OAK",2002,1,18,0,"DuckT.00","T.J. Duckett"
"36",714,2002,2002-04-20,"ATL","OAK",2002,1,17,0,"BuchPh20","Phillip Buchanon"
"37",714,2002,2002-04-20,"OAK","ATL",2002,1,18,0,"DuckT.00","T.J. Duckett"
"38",714,2002,2002-04-20,"OAK","ATL",2002,5,158,0,"KittKu00","Kurt Kittner"
"39",715,2002,2002-04-20,"GB","SEA",2002,1,28,0,"StevJe00","Jerramy Stevens"
"40",715,2002,2002-04-20,"GB","SEA",2002,2,60,0,"PaleAn20","Anton Palepoi"
"41",715,2002,2002-04-20,"SEA","GB",2002,1,20,0,"WalkJa00","Javon Walker"
"42",715,2002,2002-04-20,"SEA","GB",2002,5,156,0,"KampAa99","Aaron Kampman"
"43",716,2002,2002-04-20,"NE","WAS",2002,1,32,0,"RamsPa00","Patrick Ramsey"
"44",716,2002,2002-04-20,"NE","WAS",2002,3,96,0,"DaviDo23","Dorsett Davis"
"45",716,2002,2002-04-20,"NE","WAS",2002,7,234,0,"ScotGr20","Greg Scott"
"46",716,2002,2002-04-20,"WAS","NE",2002,1,21,0,"GrahDa00","Daniel Graham"
"47",717,2002,2002-04-20,"BAL","WAS",2002,2,56,0,"BettLa00","Ladell Betts"
"48",717,2002,2002-04-20,"BAL","WAS",2002,3,87,0,"RussCl00","Cliff Russell"
"49",717,2002,2002-04-20,"BAL","WAS",2002,5,159,0,"LottAn20","Andre Lott"
"50",717,2002,2002-04-20,"WAS","BAL",2002,2,52,0,"WeavAn20","Anthony Weaver"
"51",717,2002,2002-04-20,"WAS","BAL",2002,3,96,0,"DaviDo23","Dorsett Davis"
"52",718,2002,2002-04-20,"BUF","SF",2002,3,69,0,"RashSa20","Saleem Rasheed"
"53",718,2002,2002-04-20,"BUF","SF",2002,4,102,0,"chandjef01","Jeff Chandler"
"54",718,2002,2002-04-20,"SF","BUF",2002,2,61,0,"DennRy20","Ryan Denney"
"55",719,2002,2002-04-20,"CHI","DAL",2002,2,63,0,"BryaAn00","Antonio Bryant"
"56",719,2002,2002-04-20,"CHI","DAL",2002,4,129,0,"MartJa01","Jamar Martin"
"57",719,2002,2002-04-20,"DAL","CHI",2002,3,72,0,"WillRo26","Roosevelt Williams"
"58",719,2002,2002-04-20,"DAL","CHI",2002,4,104,0,"BrowAl20","Alex Brown"
"59",719,2002,2002-04-20,"DAL","CHI",2002,5,140,0,"GrayBo20","Bobby Gray"
"60",720,2002,2002-04-20,"CAR","CIN",2002,3,67,0,"SchoMa00","Matt Schobel"
"61",720,2002,2002-04-20,"CIN","CAR",2002,3,73,0,"WithWi20","Will Witherspoon"
"62",720,2002,2002-04-20,"CIN","CAR",2002,5,145,0,"JohnKy00","Kyle Johnson"
"63",721,2002,2002-04-20,"CLE","JAX",NA,NA,NA,NA,"RainWa20","Wali Rainer"
"64",721,2002,2002-04-20,"CLE","JAX",2002,3,79,0,"BaumRa20","Rashad Bauman"
"65",721,2002,2002-04-20,"JAX","CLE",2002,3,76,0,"FowlMe20","Melvin Fowler"
"66",722,2002,2002-04-20,"JAX","WAS",2002,3,79,0,"BaumRa20","Rashad Bauman"
"67",722,2002,2002-04-20,"WAS","JAX",2002,3,89,0,"AyodAk20","Akin Ayodele"
"68",722,2002,2002-04-20,"WAS","JAX",2002,4,118,0,"LuzaCh00","Chris Luzar"
"69",723,2002,2002-04-20,"BAL","DEN",2002,3,96,0,"DaviDo23","Dorsett Davis"
"70",723,2002,2002-04-20,"DEN","BAL",2002,4,112,0,"ZastDa20","Dave Zastudil"
"71",723,2002,2002-04-20,"DEN","BAL",2002,5,155,0,"JoneTe00","Terry Jones"
"72",724,2002,2002-04-21,"ATL","HOU",2003,3,88,0,"RagoDa00","Dave Ragone"
"73",724,2002,2002-04-21,"HOU","ATL",2002,4,116,0,"BiblMa20","Martin Bibla"
"74",725,2002,2002-04-21,"DEN","NE",2002,4,117,0,"DaveRo01","Rohan Davey"
"75",725,2002,2002-04-21,"NE","DEN",2002,4,131,0,"BranSa20","Sam Brandon"
"76",725,2002,2002-04-21,"NE","DEN",2002,5,144,0,"HaygHe20","Herb Haygood"
"77",726,2002,2002-04-21,"CLE","OAK",2002,5,147,0,"ColeKe20","Kenyon Coleman"
"78",726,2002,2002-04-21,"CLE","OAK",2002,6,189,0,"NashKe21","Keyon Nash"
"79",726,2002,2002-04-21,"OAK","CLE",2002,4,122,0,"SandDa00","Darnell Sanders"
"80",727,2002,2002-04-21,"DAL","NE",2002,7,237,0,NA,NA
"81",727,2002,2002-04-21,"DAL","NE",NA,NA,NA,NA,NA,"Antwoine Womack"
"82",727,2002,2002-04-21,"DAL","NE",2003,5,140,0,"PageDe20","Derek Pagel"
"83",727,2002,2002-04-21,"NE","DAL",2002,5,168,0,"HuntPe20","Pete Hunter"
"84",728,2002,2002-04-22,"BUF","NE",2003,1,14,0,"HaynMi20","Michael Haynes"
"85",728,2002,2002-04-22,"NE","BUF",NA,NA,NA,NA,"BledDr00","Drew Bledsoe"
"86",729,2002,2002-04-23,"NYJ","TB",NA,NA,NA,NA,NA,"David Leaverton"
"87",729,2002,2002-04-23,"TB","NYJ",NA,NA,NA,NA,NA,"Jonathan Pittman"
"88",730,2002,2002-06-13,"MIA","SF",NA,NA,NA,NA,"McNoCa00","Cade McNown"
"89",730,2002,2002-06-13,"SF","MIA",2003,NA,NA,1,NA,NA
"90",731,2002,2002-06-20,"JAX","SEA",2003,NA,NA,1,NA,NA
"91",731,2002,2002-06-20,"SEA","JAX",NA,NA,NA,NA,"CharIk20","Ike Charlton"
"92",732,2002,2002-06-27,"NE","STL",NA,NA,NA,NA,"AyixKo20","Kole Ayi"
"93",732,2002,2002-06-27,"STL","NE",2003,NA,NA,1,NA,NA
"94",733,2002,2002-07-19,"CAR","MIA",NA,NA,NA,NA,"WillJa26","Jay Williams"
"95",733,2002,2002-07-19,"MIA","CAR",NA,NA,NA,NA,"WallAl20","Al Wallace"
"96",733,2002,2002-07-19,"MIA","CAR",2003,4,119,0,"BranCo20","Colin Branch"
"97",734,2002,2002-08-20,"MIA","TB",NA,NA,NA,NA,"GreeCo20","Cornell Green"
"98",734,2002,2002-08-20,"TB","MIA",2003,7,247,1,NA,NA
"99",734,2002,2002-08-20,"TB","MIA",NA,NA,NA,NA,NA,"Casey Moore"
"100",735,2002,2002-08-20,"NE","STL",NA,NA,NA,NA,"WillGr20","Grant Williams"
"101",735,2002,2002-08-20,"STL","NE",2003,7,225,0,"WillTo21","Todd Williams"
"102",736,2002,2002-08-23,"MIA","WAS",2003,7,232,0,"HamdGi00","Gibran Hamdan"
"103",736,2002,2002-08-23,"WAS","MIA",NA,NA,NA,NA,"RoseSa00","Sage Rosenfels"
"104",737,2002,2002-08-23,"DET","WAS",NA,NA,NA,NA,"StaiBr20","Brenden Stai"
"105",737,2002,2002-08-23,"WAS","DET",2003,5,144,0,"DaviJa24","James Davis"
"106",738,2002,2002-08-31,"CIN","NO",NA,NA,NA,NA,"KeatCu00","Curtis Keaton"
"107",738,2002,2002-08-31,"NO","CIN",2003,4,118,0,"JohnJe00","Jeremi Johnson"
"108",739,2002,2002-08-31,"CLE","SD",2003,7,236,1,NA,NA
"109",739,2002,2002-08-31,"CLE","SD",NA,NA,NA,NA,NA,"Brandon Drumm"
"110",739,2002,2002-08-31,"SD","CLE",NA,NA,NA,NA,"HeidSt00","Steve Heiden"
"111",740,2002,2002-08-31,"PIT","STL",NA,NA,NA,NA,"EdwaTr00","Troy Edwards"
"112",740,2002,2002-08-31,"STL","PIT",2004,6,194,0,"KranMa00","Matt Kranchick"
"113",741,2002,2002-09-01,"IND","NO",2003,7,239,0,"BantTu20","Tully Banta-Cain"
"114",741,2002,2002-09-01,"NO","IND",NA,NA,NA,NA,"WillRi01","Ricky Williams"
"115",742,2002,2002-09-01,"ATL","SD",2004,7,209,0,"OlivSh20","Shane Olivea"
"116",742,2002,2002-09-01,"SD","ATL",NA,NA,NA,NA,"GaylTr00","Trevor Gaylor"
"117",743,2002,2002-09-24,"IND","TB",2004,7,228,0,"CramCa00","Casey Cramer"
"118",743,2002,2002-09-24,"TB","IND",NA,NA,NA,NA,"GibsDa20","David Gibson"
"119",744,2002,2002-10-12,"DAL","SD",NA,NA,NA,NA,"GarmKe20","Kelvin Garmon"
"120",744,2002,2002-10-12,"SD","DAL",2003,7,236,1,NA,NA
"121",744,2002,2002-10-12,"SD","DAL",NA,NA,NA,NA,NA,"Bron Drumm"
"122",645,2003,2003-02-28,"BUF","CLE",2004,NA,NA,1,NA,NA
"123",645,2003,2003-02-28,"CLE","BUF",NA,NA,NA,NA,"CampMa00","Mark Campbell"
"124",646,2003,2003-02-28,"DAL","GB",2004,6,188,0,"LeexAn20","Andy Lee"
"125",646,2003,2003-02-28,"GB","DAL",NA,NA,NA,NA,"GlenTe00","Terry Glenn"
"126",647,2003,2003-02-28,"STL","WAS",NA,NA,NA,NA,"CaniTr00","Trung Canidate"
"127",647,2003,2003-02-28,"WAS","STL",NA,NA,NA,NA,"LoveDa20","David Loverne"
"128",647,2003,2003-02-28,"WAS","STL",2003,4,107,0,"GrocDe20","DeJuan Groce"
"129",648,2003,2003-03-03,"GB","PHI",2003,2,62,0,"KielTe20","Terrence Kiel"
"130",648,2003,2003-03-03,"PHI","GB",NA,NA,NA,NA,"HarrAl21","Al Harris"
"131",648,2003,2003-03-03,"PHI","GB",2003,4,127,0,"AikeSa00","Sam Aiken"
"132",649,2003,2003-03-04,"ATL","PHI",NA,NA,NA,NA,"SimoMa20","Mark Simoneau"
"133",649,2003,2003-03-04,"PHI","ATL",2003,6,202,0,"BacoWa20","Waine Bacon"
"134",649,2003,2003-03-04,"PHI","ATL",2004,4,125,0,"DaviJa20","Jason David"
"135",650,2003,2003-03-06,"HOU","NE",2003,5,154,0,"NickDo20","Donnie Nickey"
"136",650,2003,2003-03-06,"NE","HOU",NA,NA,NA,NA,"RandGr20","Greg Randall"
"137",651,2003,2003-03-06,"NE","WAS",2003,3,81,0,"DockDe20","Derrick Dockery"
"138",651,2003,2003-03-06,"NE","WAS",2003,5,140,0,"PageDe20","Derek Pagel"
"139",651,2003,2003-03-06,"WAS","NE",2003,3,75,0,"WandSe20","Seth Wand"
"140",651,2003,2003-03-06,"WAS","NE",2004,4,104,0,"SopoIs20","Isaac Sopoaga"
"141",652,2003,2003-03-07,"ATL","BUF",2003,1,23,0,"McGaWi00","Willis McGahee"
"142",652,2003,2003-03-07,"BUF","ATL",NA,NA,NA,NA,"PricPe00","Peerless Price"
"143",653,2003,2003-03-13,"MIN","NO",NA,NA,NA,NA,"BoumTo00","Todd Bouman"
"144",653,2003,2003-03-13,"NO","MIN",2003,6,190,0,"NattMi20","Mike Nattiel"
"145",654,2003,2003-03-25,"NO","STL",NA,NA,NA,NA,"TurlKy20","Kyle Turley"
"146",654,2003,2003-03-25,"STL","NO",2004,2,60,0,"WatsCo20","Courtney Watson"
"147",655,2003,2003-04-01,"GB","WAS",2004,7,NA,1,NA,NA
"148",655,2003,2003-04-01,"WAS","GB",NA,NA,NA,NA,"BranDa22","David Brandt"
"149",656,2003,2003-04-10,"ATL","SEA",NA,NA,NA,NA,"ThomMi20","Michael Thompson"
"150",656,2003,2003-04-10,"SEA","ATL",2004,NA,NA,1,NA,NA
"151",657,2003,2003-04-14,"NE","NO",NA,NA,NA,NA,"JoneTe20","Tebucky Jones"
"152",657,2003,2003-04-14,"NO","NE",2003,3,78,0,"SmitWa21","Wade Smith"
"153",657,2003,2003-04-14,"NO","NE",2003,7,239,0,"BantTu20","Tully Banta-Cain"
"154",657,2003,2003-04-14,"NO","NE",2004,4,113,0,"ReidDe20","Dexter Reid"
"155",658,2003,2003-04-16,"MIA","SD",2004,5,154,0,"TurnMi00","Michael Turner"
"156",658,2003,2003-04-16,"SD","MIA",NA,NA,NA,NA,"SeauJu00","Junior Seau"
"157",659,2003,2003-04-24,"GB","KC",2005,7,238,1,NA,NA
"158",659,2003,2003-04-24,"GB","KC",NA,NA,NA,NA,NA,"Jeremy Parquet"
"159",659,2003,2003-04-24,"KC","GB",NA,NA,NA,NA,"CombDe20","Derek Combs"
"160",660,2003,2003-04-25,"MIA","NE",2004,2,56,0,"WillMa20","Madieu Williams"
"161",660,2003,2003-04-25,"NE","MIA",2003,3,78,0,"SmitWa21","Wade Smith"
"162",661,2003,2003-04-26,"CHI","NYJ",2003,1,4,0,"RobeDe20","Dewayne Robertson"
"163",661,2003,2003-04-26,"NYJ","CHI",2003,1,13,0,"WarrTy20","Ty Warren"
"164",661,2003,2003-04-26,"NYJ","CHI",2003,1,22,0,"GrosRe00","Rex Grossman"
"165",661,2003,2003-04-26,"NYJ","CHI",2003,4,116,0,"ScotIa20","Ian Scott"
"166",662,2003,2003-04-26,"ARI","NO",2003,1,6,0,"SullJo23","Johnathan Sullivan"
"167",662,2003,2003-04-26,"ARI","NO",2003,2,37,0,"StinJo20","Jon Stinchcomb"
"168",662,2003,2003-04-26,"ARI","NO",2003,4,102,0,"HollMo20","Montrae Holland"
"169",662,2003,2003-04-26,"NO","ARI",2003,1,17,0,"JohnBr02","Bryant Johnson"
"170",662,2003,2003-04-26,"NO","ARI",2003,1,18,0,"PaceCa20","Calvin Pace"
"171",662,2003,2003-04-26,"NO","ARI",2003,2,54,0,"BoldAn00","Anquan Boldin"
"172",663,2003,2003-04-26,"CHI","NE",2003,1,13,0,"WarrTy20","Ty Warren"
"173",663,2003,2003-04-26,"NE","CHI",2003,1,14,0,"HaynMi20","Michael Haynes"
"174",663,2003,2003-04-26,"NE","CHI",2003,6,193,0,NA,NA
"175",663,2003,2003-04-26,"NE","CHI",NA,NA,NA,NA,NA,"Marques Ogden"
"176",664,2003,2003-04-26,"PHI","SD",2003,1,30,0,"DaviSa21","Sammy Davis"
"177",664,2003,2003-04-26,"PHI","SD",2003,2,62,0,"KielTe20","Terrence Kiel"
"178",664,2003,2003-04-26,"SD","PHI",2003,1,15,0,"McDoJe20","Jerome McDougle"
"179",665,2003,2003-04-26,"KC","PIT",2003,1,16,0,"PolaTr99","Troy Polamalu"
"180",665,2003,2003-04-26,"PIT","KC",2003,1,27,0,"JohnLa00","Larry Johnson"
"181",665,2003,2003-04-26,"PIT","KC",2003,3,92,0,"BattJu20","Julian Battle"
"182",665,2003,2003-04-26,"PIT","KC",2003,6,200,0,"BollBr00","Brooks Bollinger"
"183",666,2003,2003-04-26,"BAL","NE",2003,2,41,0,"JoppBe00","Bennie Joppru"
"184",666,2003,2003-04-26,"BAL","NE",2004,1,21,0,"WilfVi20","Vince Wilfork"
"185",666,2003,2003-04-26,"NE","BAL",2003,1,19,0,"BollKy00","Kyle Boller"
"186",667,2003,2003-04-26,"HOU","NE",2003,2,36,0,"WilsEu20","Eugene Wilson"
"187",667,2003,2003-04-26,"HOU","NE",2003,4,117,0,"KlecDa20","Dan Klecko"
"188",667,2003,2003-04-26,"NE","HOU",2003,2,41,0,"JoppBe00","Bennie Joppru"
"189",667,2003,2003-04-26,"NE","HOU",2003,3,75,0,"WandSe20","Seth Wand"
"190",668,2003,2003-04-26,"CAR","NE",2003,2,45,0,"JohnBe00","Bethel Johnson"
"191",668,2003,2003-04-26,"NE","CAR",2003,2,50,0,"NelsBr20","Bruce Nelson"
"192",668,2003,2003-04-26,"NE","CAR",2003,4,120,0,"SamuAs20","Asante Samuel"
"193",669,2003,2003-04-26,"HOU","OAK",2003,3,83,0,"WillSa22","Sam Williams"
"194",669,2003,2003-04-26,"HOU","OAK",2003,7,262,0,NA,NA
"195",669,2003,2003-04-26,"HOU","OAK",NA,NA,NA,NA,NA,"Ryan Hoag"
"196",669,2003,2003-04-26,"OAK","HOU",2004,2,NA,0,NA,NA
"197",670,2003,2003-04-26,"BUF","GB",2003,3,79,0,"PeteKe21","Kenny Peterson"
"198",670,2003,2003-04-26,"GB","BUF",2003,3,94,0,"CrowAn20","Angelo Crowell"
"199",670,2003,2003-04-26,"GB","BUF",2003,4,127,0,"AikeSa00","Sam Aiken"
"200",671,2003,2003-04-26,"CAR","DEN",2003,4,108,0,"GrifQu00","Quentin Griffin"
"201",671,2003,2003-04-26,"CAR","DEN",2003,4,120,0,"SamuAs20","Asante Samuel"
"202",671,2003,2003-04-26,"CAR","DEN",2003,7,227,0,NA,NA
"203",671,2003,2003-04-26,"CAR","DEN",NA,NA,NA,NA,NA,"Clint Mitchell"
"204",671,2003,2003-04-26,"DEN","CAR",2003,3,82,0,"MannRi20","Ricky Manning"
"205",672,2003,2003-04-27,"DEN","NE",2003,4,120,0,"SamuAs20","Asante Samuel"
"206",672,2003,2003-04-27,"NE","DEN",2003,4,128,0,NA,NA
"207",672,2003,2003-04-27,"NE","DEN",NA,NA,NA,NA,NA,"Bryant McNeal"
"208",672,2003,2003-04-27,"NE","DEN",2003,5,157,0,"ClaxBe20","Ben Claxton"
"209",673,2003,2003-04-27,"HOU","IND",2003,5,138,0,"MathRo20","Robert Mathis"
"210",673,2003,2003-04-27,"IND","HOU",2004,4,122,0,"EarlGl20","Glenn Earl"
"211",674,2003,2003-04-27,"CHI","JAX",2003,6,176,0,"GreeBr20","Brandon Green"
"212",674,2003,2003-04-27,"CHI","JAX",2003,6,193,0,NA,NA
"213",674,2003,2003-04-27,"CHI","JAX",NA,NA,NA,NA,NA,"Marques Ogden"
"214",674,2003,2003-04-27,"CHI","JAX",2003,7,218,0,"MacKMa20","Malaefou MacKenzie"
"215",674,2003,2003-04-27,"JAX","CHI",2003,5,143,0,"GageJu00","Justin Gage"
"216",675,2003,2003-04-27,"GB","SEA",2003,5,165,0,"DaviCh24","Chris Davis"
"217",675,2003,2003-04-27,"GB","SEA",2003,6,203,0,NA,NA
"218",675,2003,2003-04-27,"GB","SEA",NA,NA,NA,NA,NA,"Kareem Kelly"
"219",675,2003,2003-04-27,"SEA","GB",2003,5,147,0,"LeexJa21","James Lee"
"220",676,2003,2003-04-27,"KC","NYJ",2003,5,150,0,"WaltMa20","Matt Walters"
"221",676,2003,2003-04-27,"KC","NYJ",2003,6,200,0,"BollBr00","Brooks Bollinger"
"222",676,2003,2003-04-27,"NYJ","KC",2003,5,153,0,"BlacJo20","Jordan Black"
"223",676,2003,2003-04-27,"NYJ","KC",2003,6,189,0,"WilkJi20","Jimmy Wilkerson"
"224",677,2003,2003-04-27,"NE","TEN",2003,5,154,0,"NickDo20","Donnie Nickey"
"225",677,2003,2003-04-27,"NE","TEN",2003,7,225,0,"WillTo21","Todd Williams"
"226",677,2003,2003-04-27,"TEN","NE",2003,5,164,0,"KoppDa20","Dan Koppen"
"227",677,2003,2003-04-27,"TEN","NE",2003,6,201,0,"KingKl00","Kliff Kingsbury"
"228",677,2003,2003-04-27,"TEN","NE",2003,7,243,0,"KellEt20","Ethan Kelley"
"229",678,2003,2003-04-27,"GB","PHI",2003,6,185,0,"BridJe20","Jeremy Bridges"
"230",678,2003,2003-04-27,"GB","PHI",2003,7,244,0,"LeJeNo20","Norman LeJeune"
"231",678,2003,2003-04-27,"PHI","GB",2003,5,166,0,"HillHu20","Hunter Hillenmeyer"
"232",679,2003,2003-04-27,"CAR","MIA",2003,6,181,0,"JenkCo20","Corey Jenkins"
"233",679,2003,2003-04-27,"MIA","CAR",2003,7,226,0,"YounWa00","Walter Young"
"234",679,2003,2003-04-27,"MIA","CAR",2003,7,247,0,NA,NA
"235",679,2003,2003-04-27,"MIA","CAR",NA,NA,NA,NA,NA,"Casey Moore"
"236",680,2003,2003-04-27,"NO","SEA",NA,NA,NA,NA,"HandNo20","Norman Hand"
"237",680,2003,2003-04-27,"SEA","NO",2003,6,203,0,NA,NA
"238",680,2003,2003-04-27,"SEA","NO",NA,NA,NA,NA,NA,"Kareem Kelly"
"239",681,2003,2003-04-27,"ARI","DET",2003,7,220,0,"AdamBl20","Blue Adams"
"240",681,2003,2003-04-27,"DET","ARI",NA,NA,NA,NA,"FostLa00","Larry Foster"
"241",682,2003,2003-04-27,"DAL","DET",2003,7,236,0,NA,NA
"242",682,2003,2003-04-27,"DAL","DET",NA,NA,NA,NA,NA,"Brandon Drumm"
"243",682,2003,2003-04-27,"DET","DAL",NA,NA,NA,NA,"CasoAv00","Aveion Cason"
"244",683,2003,2003-04-27,"GB","PHI",2004,6,185,0,"HallAn00","Andy Hall"
"245",683,2003,2003-04-27,"PHI","GB",2003,7,245,0,"JohnCh26","Chris Johnson"
"246",684,2003,2003-05-27,"MIA","NO",NA,NA,NA,NA,"RodgDe20","Derrick Rodgers"
"247",684,2003,2003-05-27,"NO","MIA",2004,7,219,0,"WilsQu00","Quincy Wilson"
"248",685,2003,2003-06-17,"ARI","TB",NA,NA,NA,NA,"JoneTh00","Thomas Jones"
"249",685,2003,2003-06-17,"TB","ARI",NA,NA,NA,NA,NA,"Marquis Walker"
"250",686,2003,2003-08-07,"DAL","TB",NA,NA,NA,NA,"GrauJe20","Jeff Grau"
"251",686,2003,2003-08-07,"TB","DAL",2005,NA,NA,1,NA,NA
"252",687,2003,2003-08-13,"DEN","SF",2004,NA,NA,1,NA,NA
"253",687,2003,2003-08-13,"SF","DEN",NA,NA,NA,NA,"JackNa00","Nate Jackson"
"254",688,2003,2003-08-19,"HOU","MIA",2004,NA,NA,1,NA,NA
"255",688,2003,2003-08-19,"MIA","HOU",NA,NA,NA,NA,"DyerDe00","Deon Dyer"
"256",689,2003,2003-08-20,"CHI","NE",NA,NA,NA,NA,"WashTe01","Ted Washington"
"257",689,2003,2003-08-20,"NE","CHI",2004,4,104,0,"SopoIs20","Isaac Sopoaga"
"258",690,2003,2003-08-20,"NO","WAS",NA,NA,NA,NA,"ChasMa20","Martin Chase"
"259",690,2003,2003-08-20,"WAS","NO",2004,7,206,0,"JoneMa01","Mark Jones"
"260",691,2003,2003-08-23,"DEN","SEA",NA,NA,NA,NA,"McBrMa20","Mat McBriar"
"261",691,2003,2003-08-23,"SEA","DEN",2004,NA,NA,1,NA,NA
"262",692,2003,2003-08-25,"GB","MIA",2006,NA,NA,1,NA,NA
"263",692,2003,2003-08-25,"MIA","GB",NA,NA,NA,NA,"McGaSc20","Scott McGarrahan"
"264",693,2003,2003-08-25,"CHI","NE",NA,NA,NA,NA,NA,"Jamil Soriano"
"265",693,2003,2003-08-25,"NE","CHI",2004,NA,NA,1,NA,NA
"266",694,2003,2003-08-26,"DEN","WAS",NA,NA,NA,NA,NA,"Lionel Dalton"
"267",694,2003,2003-08-26,"WAS","DEN",2004,NA,NA,1,NA,NA
"268",695,2003,2003-08-26,"BAL","JAX",NA,NA,NA,NA,"MitcAn20","Anthony Mitchell"
"269",695,2003,2003-08-26,"JAX","BAL",2004,7,210,0,"OrrxRa20","Raheem Orr"
"270",696,2003,2003-08-30,"PHI","PIT",NA,NA,NA,NA,NA,"Freddie Milons"
"271",696,2003,2003-08-30,"PIT","PHI",2004,NA,NA,1,NA,NA
"272",697,2003,2003-08-31,"BUF","DET",NA,NA,NA,NA,"GaryOl00","Olandis Gary"
"273",697,2003,2003-08-31,"DET","BUF",2004,7,207,0,"McFaDy20","Dylan McFarl"
"274",698,2003,2003-08-31,"IND","STL",NA,NA,NA,NA,"CoadRi21","Rich Coady"
"275",698,2003,2003-08-31,"STL","IND",2004,7,229,1,NA,NA
"276",698,2003,2003-08-31,"STL","IND",NA,NA,NA,NA,NA,"David Kimball"
"277",699,2003,2003-08-31,"DAL","OAK",2004,7,223,0,"ReevJa20","Jacques Reeves"
"278",699,2003,2003-08-31,"DAL","OAK",2005,6,185,0,"OwenCh00","Chad Owens"
"279",699,2003,2003-08-31,"OAK","DAL",NA,NA,NA,NA,"ColeKe20","Kenyon Coleman"
"280",700,2003,2003-09-30,"DAL","GB",NA,NA,NA,NA,"SwinRe00","Reggie Swinton"
"281",700,2003,2003-09-30,"GB","DAL",2004,NA,NA,1,NA,NA
"282",1,2004,2004-03-03,"MIA","PHI",2005,2,35,0,"BrowRe01","Reggie Brown"
"283",1,2004,2004-03-03,"PHI","MIA",NA,NA,NA,NA,"FeelA.00","A.J. Feeley"
"284",2,2004,2004-03-03,"JAX","WAS",NA,NA,NA,NA,"BrunMa00","Mark Brunell"
"285",2,2004,2004-03-03,"WAS","JAX",2004,3,72,0,NA,NA
"286",2,2004,2004-03-03,"WAS","JAX",NA,NA,NA,NA,NA,"Donnell Washington"
